도루_D,도루_R,방어율,자책,완투,실점,득점,타수,안타수,2루,3루,홈런,볼넷,삼진,이닝당아웃수,안타허용,홈런허용,볼넷허용,탈삼진,탈병살,실책,OPS,WHIP,W
2,0,13.0,13,0,13,7,37,10,2,2,2,3,2,27,18,0,8,2,0,1,0.9360580092287409,2.888888888888889,0
0,2,6.0,6,0,7,13,41,18,4,0,0,8,9,27,10,2,3,9,0,1,1.0765853658536586,1.4444444444444444,1
1,1,2.0,2,0,2,8,32,10,0,0,2,4,9,27,7,0,3,9,2,0,0.9102564102564102,1.1111111111111112,1
1,1,7.875,7,0,8,2,28,7,1,0,0,3,2,24,10,2,4,2,0,2,0.6680672268907563,1.75,0
0,1,0.0,0,1,0,8,35,11,1,0,1,4,5,27,4,0,0,5,1,0,0.8131868131868132,0.4444444444444444,1
1,0,9.0,8,0,8,0,30,4,0,0,0,0,4,24,11,1,4,4,0,0,0.26666666666666666,1.875,0
2,0,2.0,2,0,2,3,31,9,3,0,0,1,8,27,7,1,2,8,1,0,0.6995967741935484,1.0,1
0,2,3.375,3,0,3,2,33,7,1,1,1,2,5,24,9,0,1,5,2,0,0.651082251082251,1.25,0
0,0,5.0,5,0,6,9,36,12,5,0,1,2,2,27,9,2,11,2,3,2,0.9239766081871346,2.2222222222222223,1
0,0,6.75,6,0,9,6,31,9,1,0,2,11,6,24,12,1,2,6,0,1,0.9812453113278319,1.75,0
1,2,11.0,11,0,13,5,38,12,1,0,0,1,5,27,16,4,12,5,3,1,0.6671052631578948,3.111111111111111,0
2,1,5.0,5,0,5,13,39,16,3,0,4,12,8,27,12,0,1,8,1,1,1.3504273504273505,1.4444444444444444,1
0,0,15.0,15,0,15,1,32,8,0,0,0,1,4,27,17,4,3,4,1,0,0.5441176470588236,2.2222222222222223,0
0,0,1.0,1,0,1,15,42,17,4,1,4,3,2,27,8,0,1,2,3,0,1.2681159420289856,1.0,1
2,0,3.0,3,0,3,1,33,7,2,0,0,1,6,27,11,0,4,6,2,1,0.5080213903743316,1.6666666666666667,0
0,2,1.0,1,0,1,3,35,11,0,1,0,4,2,27,7,0,1,2,1,1,0.756043956043956,0.8888888888888888,1
1,1,16.0,16,0,16,8,35,9,1,0,1,5,6,27,20,0,4,6,1,0,0.7523809523809524,2.6666666666666665,0
1,1,8.0,8,0,8,16,43,20,8,0,0,4,7,27,9,1,5,7,1,1,1.1511627906976745,1.5555555555555556,1
0,1,2.0,2,1,2,9,32,10,2,0,2,3,8,27,7,1,0,8,1,0,0.9513888888888888,0.7777777777777778,1
1,0,10.125,9,0,9,2,32,7,2,0,1,0,6,24,10,2,3,6,1,0,0.6174242424242424,1.625,0
0,2,9.0,9,0,9,8,37,11,2,0,2,2,6,27,14,1,6,6,1,0,0.8998771498771498,2.2222222222222223,0
2,0,8.0,8,0,8,9,38,14,3,0,1,6,8,27,11,2,2,8,0,1,0.9808612440191387,1.4444444444444444,1
2,0,6.0,6,0,9,6,38,11,1,0,3,2,7,27,16,1,1,7,0,1,0.8776315789473685,1.8888888888888888,0
0,2,5.0,5,0,6,9,43,16,4,0,1,1,8,27,11,3,2,8,1,1,0.9212473572938689,1.4444444444444444,1
2,0,5.0,5,0,5,2,33,9,1,0,1,6,4,27,8,2,2,4,2,1,0.7785547785547786,1.1111111111111112,0
0,2,2.0,2,0,2,5,33,8,1,0,2,2,3,27,9,1,6,3,1,1,0.7402597402597402,1.6666666666666667,1
3,4,3.75,5,0,6,6,47,10,1,1,0,4,8,36,9,0,9,8,1,1,0.5784825371336813,1.5,0
4,3,0.75,1,0,6,6,44,9,2,0,0,9,11,36,10,0,4,11,1,2,0.5896226415094339,1.1666666666666667,0
1,0,5.0,5,0,5,9,33,11,2,0,1,4,5,27,10,2,6,5,1,0,0.8951048951048951,1.7777777777777777,1
0,1,7.875,7,0,9,5,35,10,0,0,2,6,6,24,11,1,4,6,0,2,0.8473867595818816,1.875,0
0,0,5.0,5,0,6,5,34,8,2,1,1,7,16,27,8,1,4,16,0,1,0.8221288515406162,1.3333333333333333,0
0,0,5.0,5,0,5,6,36,8,3,0,1,4,10,27,8,1,7,10,1,0,0.6888888888888889,1.6666666666666667,1
1,0,4.0,4,0,4,8,35,14,3,0,1,3,9,27,10,1,2,9,1,0,1.0214285714285714,1.3333333333333333,1
0,1,9.0,8,0,8,4,32,10,0,0,1,2,5,24,14,1,3,5,2,0,0.7491071428571429,2.125,0
0,0,4.0,4,0,4,1,35,9,4,0,0,4,2,27,6,2,9,2,1,1,0.7047619047619047,1.6666666666666667,0
0,0,1.0,1,0,1,4,29,6,1,0,2,9,8,27,9,0,4,8,0,0,0.8430127041742287,1.4444444444444444,1
2,1,4.0,4,0,5,1,35,10,2,0,0,3,3,27,9,0,3,3,1,2,0.6849624060150377,1.3333333333333333,0
1,2,1.0,1,0,1,5,33,9,1,0,0,3,8,27,10,0,3,8,0,0,0.671451355661882,1.4444444444444444,1
0,2,0.0,0,0,0,2,28,8,0,0,0,6,6,27,4,0,4,6,1,0,0.6857142857142857,0.8888888888888888,1
2,0,2.25,2,0,2,0,28,4,0,0,0,4,8,24,8,0,6,8,2,0,0.39285714285714285,1.75,0
0,0,1.0,1,0,1,5,33,6,2,0,0,4,7,27,7,1,5,7,1,0,0.5126945126945127,1.3333333333333333,1
0,0,2.25,2,0,5,1,31,7,1,0,1,5,4,24,6,0,4,4,0,3,0.6881720430107527,1.25,0
2,0,7.0,7,0,7,2,35,10,3,0,0,0,8,27,15,1,1,8,0,1,0.6571428571428571,1.7777777777777777,0
0,2,2.0,2,0,2,7,39,15,2,0,1,1,8,27,10,0,0,8,0,0,0.9175824175824175,1.1111111111111112,1
1,0,4.0,4,0,4,6,32,11,1,2,1,5,5,27,8,2,1,5,1,0,1.0148026315789473,1.0,1
0,1,6.75,6,0,6,4,31,8,2,0,2,1,5,24,11,1,5,5,1,1,0.8018433179723502,2.0,0
0,3,1.0,1,0,1,9,31,11,2,0,0,5,8,27,6,0,3,8,2,0,0.8404074702886248,1.0,1
3,0,7.875,7,0,9,1,29,6,2,0,0,3,6,24,11,0,5,6,1,2,0.54858934169279,2.0,0
0,2,0.9,1,0,2,1,36,8,3,0,0,4,7,30,8,0,2,7,2,1,0.6055555555555556,1.0,0
2,0,0.9,1,0,1,2,34,8,0,0,0,2,11,30,8,0,4,11,1,2,0.505564387917329,1.2,1
0,1,2.0,2,0,3,4,32,8,0,0,1,2,9,27,5,0,8,9,1,1,0.6378676470588236,1.4444444444444444,1
1,0,4.5,4,0,4,3,30,5,1,0,0,8,5,24,8,1,2,5,0,0,0.5333333333333333,1.25,0
0,1,1.0,1,0,1,4,33,10,1,0,1,4,7,27,4,1,2,7,1,0,0.8026208026208026,0.6666666666666666,1
1,0,4.5,4,0,4,1,30,4,0,0,1,2,3,24,10,1,4,3,2,1,0.42083333333333334,1.75,0
1,0,14.0,14,0,14,6,39,12,1,0,4,5,5,27,20,2,4,5,1,0,1.0273892773892774,2.6666666666666665,0
0,1,6.0,6,0,6,14,44,20,4,0,2,4,8,27,12,4,5,8,0,0,1.1618181818181816,1.8888888888888888,1
3,6,3.0,4,0,4,3,45,11,1,0,0,5,13,36,9,1,4,13,0,1,0.5866666666666667,1.0833333333333333,0
6,3,0.75,1,0,3,4,45,9,0,0,1,4,10,36,11,0,5,10,1,3,0.5466666666666666,1.3333333333333333,1
0,0,0.8181818181818182,1,0,2,3,38,9,1,0,0,2,5,33,12,1,6,5,3,1,0.5558408215661104,1.6363636363636365,1
0,0,2.53125,3,0,3,2,41,12,1,0,1,6,5,32,9,0,2,5,1,1,0.7860772357723578,1.03125,0
1,0,5.0,5,0,5,3,32,8,1,0,0,2,11,27,4,1,4,11,1,0,0.5753676470588236,0.8888888888888888,0
0,1,3.0,3,0,3,5,30,4,3,0,1,4,6,27,8,0,2,6,1,0,0.6111111111111112,1.1111111111111112,1
0,2,1.0,1,0,1,4,30,9,1,0,1,3,5,27,4,0,2,5,1,0,0.7862745098039217,0.6666666666666666,1
2,0,4.5,4,0,4,1,29,4,0,0,0,2,4,24,9,1,3,4,0,0,0.3566810344827586,1.5,0
4,1,9.0,9,0,9,1,32,5,1,0,1,3,2,27,14,1,4,2,2,0,0.5098214285714285,2.0,0
1,4,1.0,1,0,1,9,38,14,3,0,1,4,7,27,5,1,3,7,0,0,0.9548872180451127,0.8888888888888888,1
0,1,8.0,8,0,8,7,35,12,3,0,2,7,9,27,12,1,2,9,0,0,1.0545454545454545,1.5555555555555556,0
1,0,6.0,6,0,7,8,37,12,4,0,1,2,5,27,12,2,7,5,2,2,0.8885135135135135,2.111111111111111,1
1,0,13.0,13,0,13,4,35,9,1,0,0,2,5,27,19,1,4,5,0,0,0.6190476190476191,2.5555555555555554,0
0,1,4.0,4,0,4,13,43,19,3,1,1,4,3,27,9,0,2,3,0,0,1.107906976744186,1.2222222222222223,1
0,1,6.0,6,0,6,7,31,9,3,0,0,3,8,27,9,3,1,8,1,0,0.7482078853046594,1.1111111111111112,1
1,0,3.375,3,0,7,6,34,9,1,1,3,1,5,24,9,0,3,5,0,1,0.8954248366013072,1.5,0
1,0,2.7,3,0,6,5,36,9,4,0,0,4,5,30,10,0,5,5,1,2,0.6781842818428184,1.5,0
0,1,4.5,5,0,5,6,40,10,2,0,0,5,6,30,9,0,4,6,0,0,0.6617021276595745,1.3,1
0,1,2.0,2,0,2,10,37,11,3,1,2,5,7,27,12,0,2,7,0,1,1.0036855036855037,1.5555555555555556,1
1,0,10.125,9,0,10,2,39,12,2,0,0,2,7,24,11,2,5,7,0,1,0.7161172161172161,2.0,0
0,0,14.0,14,0,14,7,37,11,2,0,1,3,8,27,17,3,7,8,0,2,0.7738958470665789,2.6666666666666665,0
0,0,7.0,7,0,7,14,44,17,4,0,3,7,11,27,11,1,3,11,0,0,1.153516295025729,1.5555555555555556,1
0,1,0.0,0,0,0,7,33,9,2,0,1,5,3,27,7,0,0,3,1,0,0.7832167832167832,0.7777777777777778,1
1,0,4.5,4,0,7,0,31,7,1,0,0,0,5,24,9,1,5,5,0,3,0.4838709677419355,1.75,0
1,0,2.0,2,0,4,3,32,10,2,0,1,1,4,27,8,1,2,4,1,3,0.7922794117647058,1.1111111111111112,0
0,1,2.0,2,0,3,4,35,8,2,0,1,2,7,27,10,1,1,7,1,1,0.6416988416988417,1.2222222222222223,1
0,0,3.0,3,0,3,5,29,8,0,0,2,6,8,27,7,1,4,8,2,0,0.8716475095785441,1.2222222222222223,1
0,0,5.625,5,0,5,3,31,7,0,2,1,4,6,24,8,2,6,6,1,0,0.7658986175115208,1.75,0
0,0,8.0,8,0,9,6,33,9,0,1,2,3,8,27,12,2,11,8,0,1,0.8394758394758395,2.5555555555555554,0
0,0,6.0,6,0,6,9,39,12,1,0,2,11,8,27,9,2,3,8,1,0,0.9381598793363499,1.3333333333333333,1
0,1,9.0,9,0,9,1,30,4,2,0,0,4,6,27,13,1,3,6,1,3,0.45714285714285713,1.7777777777777777,0
1,0,1.0,1,0,1,9,42,13,3,1,1,3,6,27,4,0,4,6,1,0,0.8478260869565217,0.8888888888888888,1
0,1,8.0,8,0,8,5,34,12,2,0,1,5,2,27,10,1,5,2,3,2,0.95,1.6666666666666667,0
1,0,5.0,5,0,5,8,35,10,2,1,1,5,5,27,12,1,5,5,2,0,0.8904761904761904,1.8888888888888888,1
1,0,1.0,1,0,1,5,29,7,1,0,3,5,9,27,5,1,1,9,0,0,0.929064039408867,0.6666666666666666,1
0,1,5.625,5,0,5,1,32,5,0,0,1,1,4,24,7,3,5,4,0,0,0.4318181818181818,1.5,0
0,2,2.0,2,0,3,5,36,12,1,0,1,4,5,27,4,1,3,5,1,1,0.8444444444444444,0.7777777777777778,1
2,0,5.625,5,0,5,3,31,4,0,0,1,3,10,24,12,1,4,10,0,0,0.43168880455407965,2.0,0
1,0,3.0,3,0,3,2,30,6,0,0,0,5,6,27,7,1,4,6,1,0,0.5055555555555555,1.2222222222222223,0
0,1,2.0,2,0,2,3,32,7,2,0,1,4,10,27,6,0,5,10,2,0,0.6805555555555556,1.2222222222222223,1
0,1,4.0,4,0,4,5,32,11,0,0,1,0,3,27,8,0,2,3,0,0,0.7708333333333333,1.1111111111111112,1
1,0,4.5,4,0,5,4,33,8,2,0,0,2,9,24,11,1,0,9,1,1,0.5808080808080809,1.375,0
0,4,6.0,6,0,6,12,34,13,1,0,2,8,7,27,16,1,3,7,1,0,1.1099744245524297,2.111111111111111,1
4,0,12.375,11,0,12,6,40,16,2,0,1,3,9,24,13,2,8,9,2,1,1.0032608695652174,2.625,0
0,0,3.0,3,0,3,7,30,8,1,1,3,3,11,27,11,0,4,11,0,0,1.0095238095238095,1.6666666666666667,1
0,0,7.875,7,0,7,3,38,11,2,0,0,4,6,24,8,3,3,6,0,0,0.7141982864137086,1.375,0
1,0,9.0,9,0,12,1,31,5,0,0,1,2,8,27,16,1,3,8,0,3,0.4701857282502444,2.111111111111111,0
0,1,1.0,1,0,1,12,44,16,1,0,1,3,10,27,5,1,2,10,2,2,0.8588007736943907,0.7777777777777778,1
4,0,5.0,5,0,5,6,29,8,2,1,1,3,6,27,7,1,7,6,2,0,0.8808777429467085,1.5555555555555556,1
0,4,6.75,6,0,6,5,29,7,1,0,1,7,7,24,8,1,3,7,1,0,0.7576887232059646,1.375,0
1,1,4.0,4,0,7,4,29,7,0,1,0,4,5,27,11,0,2,5,0,2,0.6338742393509128,1.4444444444444444,0
1,1,4.0,4,0,4,7,37,11,2,0,0,2,4,27,7,0,4,4,2,0,0.7013513513513514,1.2222222222222223,1
0,2,3.0,3,0,4,10,35,13,3,0,3,3,5,27,9,0,1,5,1,1,1.15018315018315,1.1111111111111112,1
2,0,11.25,10,0,10,4,36,9,4,0,0,1,9,24,13,3,3,9,0,0,0.6505847953216375,2.0,0
0,0,3.0,3,0,4,16,40,15,3,0,1,7,11,27,11,0,3,11,2,1,0.9930851063829788,1.5555555555555556,1
0,0,13.5,12,0,16,4,33,11,3,0,0,3,8,24,15,1,7,8,1,2,0.8189792663476874,2.75,0
7,2,4.5,6,0,6,4,42,8,0,0,0,6,11,36,17,0,2,11,0,1,0.4965986394557823,1.5833333333333333,0
2,7,2.25,3,0,4,6,50,17,2,0,0,2,10,36,8,0,6,10,1,1,0.7384905660377359,1.1666666666666667,1
0,0,0.9,1,0,1,2,36,9,1,0,1,0,5,30,7,0,4,5,0,0,0.6313813813813813,1.1,1
0,0,1.9285714285714284,2,0,2,1,35,7,0,0,0,4,9,28,9,1,0,9,1,0,0.48205128205128206,0.9642857142857142,0
1,0,3.0,3,0,3,5,30,6,3,0,1,3,8,27,9,0,3,8,0,0,0.6727272727272727,1.3333333333333333,1
0,1,5.625,5,0,5,3,34,9,2,0,0,3,6,24,6,1,3,6,0,0,0.6478537360890302,1.125,0
1,3,6.0,6,0,6,2,35,11,1,0,1,7,8,27,13,2,5,8,2,1,0.8571428571428571,2.0,0
3,1,2.0,2,0,2,6,37,13,1,0,2,5,10,27,11,1,7,10,0,0,0.9950859950859952,2.0,1
0,0,0.0,0,0,0,4,31,8,1,0,2,1,5,27,5,0,1,5,0,0,0.7651209677419355,0.6666666666666666,1
0,0,4.5,4,1,4,0,32,5,2,0,0,1,5,24,8,2,1,5,1,0,0.4005681818181818,1.125,0
1,0,1.0,1,0,2,3,31,8,3,0,0,4,10,27,8,0,3,10,1,2,0.7159498207885304,1.2222222222222223,1
0,1,3.375,3,0,3,2,34,8,1,0,0,3,3,24,8,0,4,3,1,1,0.5620031796502385,1.5,0
0,0,5.0,5,0,5,3,33,8,0,0,0,6,7,27,13,0,2,7,1,0,0.6013986013986015,1.6666666666666667,0
0,0,2.0,2,0,3,5,38,13,2,0,0,2,5,27,8,0,6,5,1,1,0.7849807445442876,1.5555555555555556,1
0,0,10.0,10,0,10,8,32,8,3,0,1,8,7,27,11,0,9,7,2,0,0.8660714285714286,2.2222222222222223,0
0,0,8.0,8,0,8,10,34,11,3,0,0,9,5,27,8,1,8,5,1,0,0.8682864450127876,1.7777777777777777,1
0,1,7.0,7,0,7,6,34,11,2,1,2,3,10,27,12,3,3,10,0,2,0.9960254372019078,1.6666666666666667,0
1,0,6.0,6,0,6,7,41,12,1,0,3,3,5,27,11,2,3,5,0,1,0.8774944567627494,1.5555555555555556,1
0,1,5.0,5,1,5,4,31,4,1,1,2,4,6,27,8,0,2,6,1,0,0.6896251089799477,1.1111111111111112,0
1,0,4.0,4,0,4,5,32,8,2,0,0,2,5,27,4,2,4,5,0,0,0.5982142857142857,0.8888888888888888,1
1,2,1.0,1,0,1,11,35,14,3,1,1,2,8,27,2,0,5,8,0,0,1.0644688644688645,0.7777777777777778,1
2,1,12.375,11,0,11,1,29,2,0,0,0,5,6,24,14,1,2,6,0,0,0.27484787018255574,2.0,0
1,0,5.0,5,0,5,6,34,11,0,0,2,6,5,27,12,2,2,5,2,0,0.9285714285714286,1.5555555555555556,1
0,1,6.230769230769231,6,0,6,5,35,12,2,0,2,2,6,26,11,2,6,6,1,1,0.9661654135338346,1.9615384615384617,0
0,1,2.4545454545454546,3,0,4,5,44,13,1,0,0,2,11,33,9,1,0,11,1,1,0.6442687747035574,0.8181818181818182,1
1,0,2.6129032258064515,3,0,5,4,42,9,1,1,1,0,7,31,13,0,2,7,0,2,0.5714285714285714,1.4516129032258063,0
0,0,10.0,10,0,11,8,34,12,1,0,0,7,7,27,16,2,5,7,2,1,0.8474692202462379,2.3333333333333335,0
0,0,8.0,8,0,8,11,40,16,5,0,2,5,4,27,12,0,7,4,3,0,1.1416666666666666,2.111111111111111,1
1,0,10.0,10,0,10,7,35,12,1,0,1,3,3,27,18,1,4,3,0,0,0.8417582417582418,2.4444444444444446,0
0,1,6.0,6,0,7,10,42,18,2,0,1,4,7,27,12,1,3,7,3,1,1.0157041540020264,1.6666666666666667,1
0,1,3.0,3,0,3,5,28,6,2,0,1,8,9,27,7,2,4,9,0,1,0.7817460317460317,1.2222222222222223,1
1,0,4.5,4,0,5,3,34,7,0,0,2,4,4,24,6,1,8,4,2,1,0.6900452488687783,1.75,0
1,0,6.0,6,0,6,9,33,10,4,1,1,4,3,27,10,0,3,3,1,0,0.9541359541359542,1.4444444444444444,1
0,1,10.125,9,0,9,6,36,10,3,0,0,3,10,24,10,1,4,10,1,0,0.6944444444444444,1.75,0
3,0,10.0,10,0,10,7,40,14,2,1,0,5,6,27,14,1,6,6,1,0,0.8722222222222222,2.2222222222222223,0
0,3,7.0,7,0,7,10,38,14,1,1,1,6,7,27,14,0,5,7,1,0,0.9707602339181286,2.111111111111111,1
0,2,8.0,8,0,8,6,37,12,1,1,2,3,9,27,11,4,5,9,1,0,0.9334212261041529,1.7777777777777777,0
2,0,5.0,5,0,6,8,36,11,1,0,4,5,6,27,12,2,3,6,0,2,1.0714285714285714,1.6666666666666667,1
2,2,4.0,4,0,4,1,31,5,0,0,1,4,7,27,9,2,1,7,0,1,0.53584229390681,1.1111111111111112,0
2,2,1.0,1,0,1,4,35,9,1,0,2,1,8,27,5,1,4,8,0,1,0.7544401544401544,1.0,1
1,0,10.0,10,0,11,6,36,11,2,0,0,6,3,27,10,0,7,3,0,3,0.7702020202020202,1.8888888888888888,0
0,1,6.0,6,0,6,11,36,10,2,0,0,7,8,27,11,0,6,8,1,1,0.7333333333333334,1.8888888888888888,1
0,0,7.0,7,0,7,4,36,11,0,0,4,1,8,27,13,0,2,8,0,0,0.9978632478632479,1.6666666666666667,0
0,0,4.0,4,0,4,7,39,13,2,0,0,2,6,27,11,4,1,6,0,0,0.7417582417582418,1.3333333333333333,1
0,0,13.0,13,0,13,3,31,8,1,0,1,2,8,27,15,2,5,8,2,0,0.6901270772238515,2.2222222222222223,0
0,0,3.0,3,0,3,13,39,15,4,1,2,5,7,27,8,1,2,7,2,1,1.1589743589743589,1.1111111111111112,1
0,1,4.0,4,0,4,7,31,9,3,0,0,5,4,27,12,1,0,4,2,0,0.7759856630824373,1.3333333333333333,1
1,0,3.375,3,0,7,4,37,12,0,1,1,0,4,24,9,0,5,4,2,2,0.8015647226173542,1.75,0
1,1,4.0,4,0,7,10,37,14,3,0,2,2,6,27,14,0,3,6,2,1,1.0318780318780318,1.8888888888888888,1
1,1,11.25,10,0,10,7,37,14,3,0,0,3,7,24,14,2,2,7,1,0,0.8740936058009229,2.0,0
0,2,3.0,3,0,3,0,32,6,0,0,0,2,5,27,7,1,4,5,1,0,0.4446428571428571,1.2222222222222223,0
2,0,0.0,0,0,0,3,32,7,1,0,1,4,8,27,6,0,2,8,0,0,0.6680743243243243,0.8888888888888888,1
2,0,11.0,11,0,13,4,37,11,2,0,1,3,2,27,15,3,6,2,1,1,0.7824324324324324,2.3333333333333335,0
0,2,4.0,4,0,4,13,40,15,3,1,3,6,14,27,11,1,3,14,0,0,1.185,1.5555555555555556,1
0,1,10.0,10,0,11,3,33,7,2,0,1,1,4,27,21,2,1,4,2,1,0.5989304812834224,2.4444444444444446,0
1,0,3.0,3,0,3,11,45,21,4,0,2,1,4,27,7,1,1,4,0,0,1.1671497584541064,0.8888888888888888,1
0,0,6.0,6,0,6,3,34,7,1,1,0,5,4,27,12,1,2,4,1,0,0.6018099547511313,1.5555555555555556,0
0,0,3.0,3,0,3,6,34,12,1,0,1,2,8,27,7,0,5,8,0,0,0.8653250773993808,1.3333333333333333,1
0,0,11.0,11,0,11,1,31,5,2,0,0,2,5,27,16,2,3,5,1,0,0.43168880455407965,2.111111111111111,0
0,0,1.0,1,0,1,11,40,16,2,1,2,3,6,27,5,0,2,6,1,1,1.0818181818181818,0.7777777777777778,1
0,2,2.0,2,0,2,5,31,8,2,0,3,4,4,27,7,2,4,4,0,1,0.9557603686635945,1.2222222222222223,1
2,0,2.25,2,0,5,2,34,7,1,0,2,4,4,24,8,3,4,4,0,1,0.7012383900928792,1.5,0
3,0,12.0,12,0,12,1,34,7,0,0,0,1,10,27,19,1,3,10,0,0,0.43445378151260505,2.4444444444444446,0
0,3,1.0,1,0,1,12,44,19,5,1,1,3,8,27,7,0,1,8,0,0,1.127176015473888,0.8888888888888888,1
1,1,4.0,4,0,5,8,30,11,1,0,3,4,9,27,6,2,7,9,1,1,1.1285714285714286,1.4444444444444444,1
1,1,9.0,8,0,8,5,32,6,0,0,2,7,7,24,11,3,4,7,0,1,0.7083333333333333,1.875,0
2,4,0.0,0,0,1,7,33,12,1,1,0,3,8,27,4,0,0,8,0,3,0.85995085995086,0.4444444444444444,1
4,2,7.875,7,0,7,1,33,4,0,0,0,0,7,24,12,0,3,7,0,1,0.268270944741533,1.875,0
3,0,4.0,4,0,7,3,36,8,1,0,1,2,10,27,16,0,2,10,2,3,0.6153846153846154,2.0,0
0,3,2.0,2,0,3,7,41,16,3,0,0,2,6,27,8,1,2,6,0,2,0.8725055432372506,1.1111111111111112,1
1,0,6.0,6,0,6,5,36,9,2,0,1,3,5,27,11,1,6,5,0,0,0.7138888888888889,1.8888888888888888,0
0,1,1.0,1,0,5,6,36,11,2,0,1,6,5,27,9,1,3,5,1,1,0.8492063492063492,1.3333333333333333,1
1,0,4.0,4,0,4,0,33,8,0,0,0,0,11,27,10,3,0,11,0,1,0.48484848484848486,1.1111111111111112,0
0,1,0.0,0,0,0,4,38,10,2,1,3,0,4,27,8,0,0,4,2,0,0.8873144399460189,0.8888888888888888,1
2,0,10.0,10,0,11,6,37,11,2,1,1,3,10,27,13,1,4,10,0,1,0.8279499011206328,1.8888888888888888,0
0,2,5.0,5,0,6,11,41,13,3,0,1,4,6,27,11,1,3,6,1,1,0.8329798515376459,1.5555555555555556,1
1,0,7.0,7,0,9,5,39,13,3,0,0,3,5,27,13,2,5,5,1,1,0.7912087912087912,2.0,0
0,1,5.0,5,0,5,9,39,13,0,0,2,5,5,27,13,0,3,5,1,1,0.9094017094017094,1.7777777777777777,1
0,0,13.0,13,0,15,7,37,14,2,0,2,3,6,27,22,5,6,6,3,2,1.0231660231660231,3.111111111111111,0
0,0,7.0,7,0,7,15,47,22,2,0,5,6,5,27,14,2,3,5,1,0,1.3668242710795901,1.8888888888888888,1
2,0,2.0,2,0,3,1,35,9,2,0,1,3,9,27,5,0,5,9,0,1,0.7157894736842105,1.1111111111111112,0
0,2,1.0,1,0,1,3,32,5,1,0,0,5,6,27,9,1,3,6,1,0,0.4577702702702703,1.3333333333333333,1
0,1,3.0,3,0,3,10,34,11,7,0,1,5,7,27,7,2,3,7,1,1,1.0566714490674318,1.1111111111111112,1
1,0,11.25,10,0,10,3,33,7,1,0,2,3,5,24,11,1,5,5,1,0,0.702020202020202,2.0,0
5,1,11.0,11,0,11,6,35,9,3,1,1,3,4,27,13,1,6,4,1,2,0.8015037593984962,2.111111111111111,0
1,5,6.0,6,0,6,11,39,13,2,0,1,6,2,27,9,1,3,2,0,0,0.8837606837606837,1.3333333333333333,1
1,1,8.0,8,0,8,2,30,4,0,0,1,4,6,27,11,2,3,6,2,0,0.46190476190476193,1.5555555555555556,0
1,1,2.0,2,0,2,8,36,11,2,1,2,3,8,27,4,1,4,8,0,0,0.9583333333333334,0.8888888888888888,1
0,2,1.0,1,0,1,12,39,16,1,0,3,4,7,27,3,1,0,7,0,0,1.1333333333333333,0.3333333333333333,1
2,0,12.375,11,0,12,1,30,3,1,0,1,0,6,24,16,3,4,6,1,1,0.33333333333333337,2.5,0
0,2,7.0,7,0,9,5,35,8,0,0,2,4,10,27,13,1,1,10,0,2,0.7414634146341463,1.5555555555555556,0
2,0,4.0,4,0,5,9,40,13,3,0,1,1,7,27,8,2,4,7,0,1,0.8164634146341463,1.3333333333333333,1
2,0,6.0,6,0,6,9,35,13,3,0,0,7,11,27,10,1,3,11,2,0,0.9455149501661129,1.4444444444444444,1
0,2,10.125,9,0,9,6,35,10,1,0,1,3,3,24,13,0,7,3,0,0,0.7333333333333334,2.5,0
0,6,7.0,7,0,8,12,41,18,2,2,0,3,4,27,10,2,1,4,0,1,1.0742547425474254,1.2222222222222223,1
6,0,10.125,9,0,12,8,36,10,1,0,2,1,5,24,18,0,3,5,0,1,0.7880116959064327,2.625,0
0,1,0.0,0,0,2,10,37,13,4,0,3,1,4,27,6,0,2,4,1,1,1.0873180873180874,0.8888888888888888,1
1,0,11.25,10,0,10,2,33,6,0,0,0,2,5,24,13,3,1,5,0,0,0.4103896103896104,1.75,0
0,0,18.0,18,0,18,5,36,8,4,0,0,0,5,27,26,0,6,5,0,0,0.5964912280701754,3.5555555555555554,0
0,0,4.0,4,0,5,18,52,26,9,0,0,6,8,27,8,0,0,8,0,1,1.2248010610079576,0.8888888888888888,1
1,1,1.0,1,0,1,4,31,10,2,0,2,0,8,27,6,0,2,8,1,0,0.903225806451613,0.8888888888888888,1
1,1,4.5,4,0,4,1,32,6,3,0,0,2,1,24,10,2,0,1,1,0,0.5165441176470589,1.25,0
1,0,2.25,3,0,3,3,40,7,1,0,0,7,11,36,10,0,2,11,1,0,0.4916666666666667,1.0,0
0,1,2.25,3,0,3,3,43,10,2,0,0,2,10,36,7,0,7,10,2,1,0.5616784630940344,1.1666666666666667,0
0,0,9.0,9,0,9,4,38,15,4,0,0,1,7,27,10,0,6,7,0,0,0.9102564102564102,1.7777777777777777,0
0,0,4.0,4,0,4,9,35,10,3,1,0,6,2,27,15,0,1,2,2,1,0.8471760797342193,1.7777777777777777,1
0,0,2.0,2,1,2,10,37,11,2,0,2,7,13,27,6,0,3,13,0,0,0.9482961222091657,1.0,1
0,0,4.5,4,0,10,2,33,6,2,0,0,3,2,24,11,2,7,2,1,3,0.49242424242424243,2.25,0
0,0,2.0,2,0,2,6,31,9,4,1,0,1,10,27,6,1,0,10,0,0,0.8172043010752688,0.6666666666666666,1
0,0,5.625,5,0,6,2,33,6,3,0,1,0,6,24,9,0,1,6,0,2,0.5454545454545454,1.25,0
